Iteration,Accuracy (approx),Average Population Generality,Macropopulation Size,Micropopulation Size,Match Set Size,Action Set Size,Average Iteration Age of Action Set Classifiers,# Classifiers Subsumed in Iteration,# Crossover Operations Performed in Iteration,# Mutation Operations Performed in Iteration,# Covering Operations Performed in Iteration,# Deletion Operations Performed in Iteration,Total Global Time,Total Matching Time,Total Deletion Time,Total Subsumption Time,Total GA Time,Total Evaluation Time 
7607,1.0,0.5697272727272722,435,1000,21,9,1267.7307692307695,0,0,0,0,0,9.72359013557434,5.25945520401001,2.294851303100586,1.0045037269592285,0.2575807571411133,0.022999286651611328
7608,1.0,0.5697272727272722,435,1000,19,7,959.939393939394,0,0,0,0,0,9.72359013557434,5.25945520401001,2.294851303100586,1.0045037269592285,0.2575807571411133,0.022999286651611328
7609,1.0,0.5697272727272722,435,1000,19,11,3545.8125,0,0,0,0,0,9.724590063095093,5.260455131530762,2.294851303100586,1.0045037269592285,0.2575807571411133,0.022999286651611328
7610,1.0,0.5697272727272722,435,1000,23,10,1896.7368421052633,0,0,0,0,0,9.725590467453003,5.261455535888672,2.294851303100586,1.0045037269592285,0.2575807571411133,0.022999286651611328
7611,1.0,0.5697272727272722,432,1000,22,11,1687.3170731707314,2,1,1,0,2,9.726590394973755,5.261455535888672,2.295851230621338,1.0045037269592285,0.2575807571411133,0.022999286651611328
7612,1.0,0.5697272727272722,432,1000,16,10,1864.3703703703704,1,1,1,0,1,9.728590488433838,5.262455224990845,2.296851634979248,1.0045037269592285,0.2575807571411133,0.022999286651611328
7613,1.0,0.5697272727272722,432,1000,14,4,1517.7777777777774,0,0,0,0,0,9.728590488433838,5.262455224990845,2.296851634979248,1.0045037269592285,0.2575807571411133,0.022999286651611328
7614,1.0,0.5697272727272722,432,1000,18,10,1363.454545454545,0,1,1,0,2,9.730590105056763,5.263454914093018,2.2978515625,1.0045037269592285,0.2575807571411133,0.022999286651611328
7615,1.0,0.5697272727272722,432,1000,14,9,3676.6136363636365,1,0,1,0,1,9.731590270996094,5.263454914093018,2.2978515625,1.0045037269592285,0.25858092308044434,0.022999286651611328
7616,1.0,0.5697272727272722,431,1000,22,14,711.9200000000001,1,0,1,0,1,9.733590364456177,5.26445460319519,2.29885196685791,1.0045037269592285,0.25858092308044434,0.022999286651611328
7617,1.0,0.5697272727272722,431,1000,15,11,1230.961538461538,0,0,0,0,0,9.733590364456177,5.26445460319519,2.29885196685791,1.0045037269592285,0.25858092308044434,0.022999286651611328
7618,1.0,0.5697272727272722,431,1000,16,10,1240.1999999999998,0,0,0,0,0,9.734590291976929,5.265454530715942,2.29885196685791,1.0045037269592285,0.25858092308044434,0.022999286651611328
7619,1.0,0.5697272727272722,432,1000,16,9,3872.366666666667,0,1,1,0,1,9.735590696334839,5.265454530715942,2.29885196685791,1.0045037269592285,0.2595813274383545,0.022999286651611328
7620,1.0,0.5697272727272722,431,1000,15,5,522.5135135135133,1,0,0,0,0,9.736590147018433,5.266453981399536,2.29885196685791,1.0045037269592285,0.2595813274383545,0.022999286651611328
7621,1.0,0.5697272727272722,431,1000,23,11,803.894736842105,0,0,0,0,0,9.737590074539185,5.266453981399536,2.29885196685791,1.0045037269592285,0.2595813274383545,0.022999286651611328
7622,1.0,0.5697272727272722,431,1000,19,8,914.409090909091,0,0,0,0,0,9.737590074539185,5.266453981399536,2.29885196685791,1.0045037269592285,0.2595813274383545,0.022999286651611328
7623,1.0,0.5697272727272722,431,1000,16,10,1095.6181818181822,0,0,0,0,0,9.738590002059937,5.266453981399536,2.29885196685791,1.0045037269592285,0.2595813274383545,0.022999286651611328
7624,1.0,0.5697272727272722,431,1000,13,7,1237.652173913043,0,0,0,0,0,9.738590002059937,5.266453981399536,2.29885196685791,1.0045037269592285,0.2595813274383545,0.022999286651611328
7625,1.0,0.5697272727272722,431,1000,17,8,1212.958333333333,0,1,1,0,2,9.74059009552002,5.267453908920288,2.299852132797241,1.0045037269592285,0.2595813274383545,0.022999286651611328
7626,1.0,0.5697272727272722,431,1000,17,6,1802.666666666667,0,0,0,0,0,9.74059009552002,5.267453908920288,2.299852132797241,1.0045037269592285,0.2595813274383545,0.022999286651611328
7627,1.0,0.5697272727272722,431,1000,15,8,2354.04347826087,0,0,1,0,2,9.742590427398682,5.268454074859619,2.3008522987365723,1.0045037269592285,0.2595813274383545,0.022999286651611328
7628,1.0,0.5697272727272722,431,1000,21,13,627.0952380952385,0,0,0,0,0,9.742590427398682,5.268454074859619,2.3008522987365723,1.0045037269592285,0.2595813274383545,0.022999286651611328
7629,1.0,0.5697272727272722,431,1000,20,13,1378.478260869565,0,0,0,0,0,9.743590354919434,5.269454002380371,2.3008522987365723,1.0045037269592285,0.2595813274383545,0.022999286651611328
7630,1.0,0.5697272727272722,431,1000,27,9,2261.3846153846152,0,0,0,0,0,9.743590354919434,5.269454002380371,2.3008522987365723,1.0045037269592285,0.2595813274383545,0.022999286651611328
7631,1.0,0.5697272727272722,431,1000,13,6,467.7142857142853,0,0,1,0,2,9.745590448379517,5.270453929901123,2.3018524646759033,1.0045037269592285,0.2595813274383545,0.022999286651611328
7632,1.0,0.5697272727272722,431,1000,15,6,436.16666666666697,0,0,0,0,0,9.745590448379517,5.270453929901123,2.3018524646759033,1.0045037269592285,0.2595813274383545,0.022999286651611328
7633,1.0,0.5697272727272722,431,1000,23,15,556.3461538461543,0,0,0,0,0,9.746590375900269,5.271453857421875,2.3018524646759033,1.0045037269592285,0.2595813274383545,0.022999286651611328
7634,1.0,0.5697272727272722,431,1000,22,7,1911.5588235294117,0,0,0,0,0,9.747590065002441,5.272453546524048,2.3018524646759033,1.0045037269592285,0.2595813274383545,0.022999286651611328
7635,1.0,0.5697272727272722,431,1000,16,9,3637.285714285714,0,0,0,0,0,9.747590065002441,5.272453546524048,2.3018524646759033,1.0045037269592285,0.2595813274383545,0.022999286651611328
7636,1.0,0.5697272727272722,431,1000,29,19,1281.333333333333,0,0,0,0,0,9.748589992523193,5.2734534740448,2.3018524646759033,1.0045037269592285,0.2595813274383545,0.022999286651611328
7637,1.0,0.5697272727272722,431,1000,21,12,1280.7407407407409,0,0,0,0,0,9.748589992523193,5.2734534740448,2.3018524646759033,1.0045037269592285,0.2595813274383545,0.022999286651611328
7638,1.0,0.5697272727272722,430,1000,14,6,1748.4750000000004,1,0,1,0,1,9.750590085983276,5.274453639984131,2.3028523921966553,1.0045037269592285,0.2595813274383545,0.022999286651611328
7639,1.0,0.5697272727272722,430,1000,23,11,2057.16,0,0,0,0,0,9.750590085983276,5.274453639984131,2.3028523921966553,1.0045037269592285,0.2595813274383545,0.022999286651611328
7640,1.0,0.5697272727272722,432,1000,12,9,2162.333333333333,0,1,0,0,0,9.75259017944336,5.275453567504883,2.3038525581359863,1.0045037269592285,0.2595813274383545,0.022999286651611328
7641,1.0,0.5697272727272722,432,1000,20,11,2650.0,0,0,0,0,0,9.75259017944336,5.275453567504883,2.3038525581359863,1.0045037269592285,0.2595813274383545,0.022999286651611328
7642,1.0,0.5697272727272722,432,1000,19,7,3870.1071428571427,0,0,0,0,0,9.75359034538269,5.276453733444214,2.3038525581359863,1.0045037269592285,0.2595813274383545,0.022999286651611328
7643,1.0,0.5697272727272722,432,1000,20,4,906.8000000000002,0,0,0,0,0,9.75359034538269,5.276453733444214,2.3038525581359863,1.0045037269592285,0.2595813274383545,0.022999286651611328
7644,1.0,0.5697272727272722,432,1000,14,8,537.5,0,0,0,0,0,9.754590034484863,5.277453422546387,2.3038525581359863,1.0045037269592285,0.2595813274383545,0.022999286651611328
7645,1.0,0.5697272727272722,429,1000,20,13,451.826086956522,3,0,0,0,0,9.754590034484863,5.277453422546387,2.3038525581359863,1.0045037269592285,0.2595813274383545,0.022999286651611328
7646,1.0,0.5697272727272722,429,1000,19,11,1640.0256410256407,0,0,0,0,0,9.755590438842773,5.278453826904297,2.3038525581359863,1.0045037269592285,0.2595813274383545,0.022999286651611328
7647,1.0,0.5697272727272722,429,1000,14,7,942.833333333333,0,0,0,0,0,9.755590438842773,5.278453826904297,2.3038525581359863,1.0045037269592285,0.2595813274383545,0.022999286651611328
7648,1.0,0.5697272727272722,429,1000,16,6,526.75,0,0,0,0,0,9.756590127944946,5.27945351600647,2.3038525581359863,1.0045037269592285,0.2595813274383545,0.022999286651611328
7649,1.0,0.5697272727272722,428,1000,28,20,680.0689655172409,0,0,1,0,2,9.75859022140503,5.27945351600647,2.3048527240753174,1.0045037269592285,0.2595813274383545,0.022999286651611328
7650,1.0,0.5697272727272722,428,1000,14,6,4164.0,0,0,0,0,0,9.75859022140503,5.27945351600647,2.3048527240753174,1.0045037269592285,0.2595813274383545,0.022999286651611328
7651,1.0,0.5697272727272722,430,1000,23,15,2856.1627906976746,0,0,1,0,0,9.760590314865112,5.28045392036438,2.3058524131774902,1.0045037269592285,0.2595813274383545,0.022999286651611328
7652,1.0,0.5697272727272722,429,1000,23,8,1924.681818181818,1,0,1,0,1,9.761590242385864,5.28045392036438,2.306852340698242,1.0045037269592285,0.2595813274383545,0.022999286651611328
7653,1.0,0.5697272727272722,430,1000,25,19,1295.1290322580644,0,1,0,0,1,9.763590097427368,5.281453609466553,2.3078525066375732,1.0045037269592285,0.2595813274383545,0.022999286651611328
7654,1.0,0.5697272727272722,430,1000,21,11,3068.3703703703704,0,0,0,0,0,9.764590501785278,5.281453609466553,2.3078525066375732,1.0045037269592285,0.2595813274383545,0.022999286651611328
7655,1.0,0.5697272727272722,430,1000,17,6,4003.3076923076924,0,0,1,0,2,9.76559042930603,5.281453609466553,2.308852434158325,1.0045037269592285,0.2595813274383545,0.022999286651611328
7656,1.0,0.5697272727272722,430,1000,15,9,3172.0,0,0,0,0,0,9.766589879989624,5.281453609466553,2.308852434158325,1.0045037269592285,0.2595813274383545,0.022999286651611328
7657,1.0,0.5697272727272722,430,1000,21,17,2693.9285714285716,0,0,0,0,0,9.766589879989624,5.281453609466553,2.308852434158325,1.0045037269592285,0.2595813274383545,0.022999286651611328
7658,1.0,0.5697272727272722,429,1000,24,14,1862.15625,1,0,1,0,2,9.768590688705444,5.282453775405884,2.3098530769348145,1.0045037269592285,0.2595813274383545,0.022999286651611328
7659,1.0,0.5697272727272722,429,1000,29,22,1403.3846153846152,0,0,1,0,1,9.769590139389038,5.282453775405884,2.3098530769348145,1.0045037269592285,0.26058077812194824,0.022999286651611328
7660,1.0,0.5697272727272722,429,1000,28,18,2929.414634146341,0,0,0,0,0,9.77059030532837,5.283453941345215,2.3098530769348145,1.0045037269592285,0.26058077812194824,0.022999286651611328
7661,1.0,0.5697272727272722,429,1000,18,4,954.3461538461543,0,0,0,0,0,9.77059030532837,5.283453941345215,2.3098530769348145,1.0045037269592285,0.26058077812194824,0.022999286651611328
7662,1.0,0.5697272727272722,428,1000,21,10,3796.375,1,1,1,0,2,9.772590398788452,5.284453392028809,2.3108537197113037,1.0045037269592285,0.26058077812194824,0.022999286651611328
7663,1.0,0.5697272727272722,428,1000,17,8,3658.3076923076924,0,0,0,0,0,9.773590087890625,5.2854530811309814,2.3108537197113037,1.0045037269592285,0.26058077812194824,0.022999286651611328
7664,1.0,0.5697272727272722,428,1000,20,9,543.0625,0,0,0,0,0,9.773590087890625,5.2854530811309814,2.3108537197113037,1.0045037269592285,0.26058077812194824,0.022999286651611328
7665,1.0,0.5697272727272722,428,1000,22,6,567.7692307692305,0,0,0,0,0,9.774590253829956,5.2864532470703125,2.3108537197113037,1.0045037269592285,0.26058077812194824,0.022999286651611328
7666,1.0,0.5697272727272722,428,1000,11,5,1323.0666666666666,0,0,0,0,0,9.774590253829956,5.2864532470703125,2.3108537197113037,1.0045037269592285,0.26058077812194824,0.022999286651611328
7667,1.0,0.5697272727272722,428,1000,13,2,1024.625,0,0,0,0,0,9.775590658187866,5.287453651428223,2.3108537197113037,1.0045037269592285,0.26058077812194824,0.022999286651611328
7668,1.0,0.5697272727272722,430,1000,20,13,1344.652173913043,0,1,1,0,0,9.776590347290039,5.287453651428223,2.3108537197113037,1.0055034160614014,0.26058077812194824,0.022999286651611328
7669,1.0,0.5697272727272722,432,1000,17,5,1177.869565217391,0,1,1,0,0,9.778589963912964,5.2884533405303955,2.3118536472320557,1.0055034160614014,0.26058077812194824,0.022999286651611328
7670,1.0,0.5697272727272722,432,1000,22,9,685.588235294118,0,0,0,0,0,9.778589963912964,5.2884533405303955,2.3118536472320557,1.0055034160614014,0.26058077812194824,0.022999286651611328
7671,1.0,0.5697272727272722,431,1000,19,14,2070.4038461538457,0,1,1,0,1,9.780590295791626,5.289453506469727,2.3128538131713867,1.0055034160614014,0.26058077812194824,0.022999286651611328
7672,1.0,0.5697272727272722,431,1000,22,14,1892.0588235294117,0,0,0,0,0,9.781589984893799,5.289453506469727,2.3128538131713867,1.0055034160614014,0.26058077812194824,0.022999286651611328
7673,1.0,0.5697272727272722,431,1000,18,11,1209.130434782609,0,0,0,0,0,9.781589984893799,5.289453506469727,2.3128538131713867,1.0055034160614014,0.26058077812194824,0.022999286651611328
7674,1.0,0.5697272727272722,431,1000,30,16,1239.8461538461543,0,0,0,0,0,9.78259015083313,5.290453672409058,2.3128538131713867,1.0055034160614014,0.26058077812194824,0.022999286651611328
7675,1.0,0.5697272727272722,431,1000,17,7,984.7058823529414,0,0,0,0,0,9.78259015083313,5.290453672409058,2.3128538131713867,1.0055034160614014,0.26058077812194824,0.022999286651611328
7676,1.0,0.5697272727272722,431,1000,19,8,2422.121212121212,0,0,0,0,0,9.783590078353882,5.29145359992981,2.3128538131713867,1.0055034160614014,0.26058077812194824,0.022999286651611328
7677,1.0,0.5697272727272722,431,1000,13,8,1521.6315789473683,0,0,0,0,0,9.783590078353882,5.29145359992981,2.3128538131713867,1.0055034160614014,0.26058077812194824,0.022999286651611328
7678,1.0,0.5697272727272722,430,1000,19,11,1511.9032258064517,1,0,0,0,0,9.784590005874634,5.2924535274505615,2.3128538131713867,1.0055034160614014,0.26058077812194824,0.022999286651611328
7679,1.0,0.5697272727272722,430,1000,24,9,1995.0,0,0,0,0,0,9.784590005874634,5.2924535274505615,2.3128538131713867,1.0055034160614014,0.26058077812194824,0.022999286651611328
7680,1.0,0.5697272727272722,429,1000,25,12,971.0540540540542,1,0,0,0,0,9.785590171813965,5.293453693389893,2.3128538131713867,1.0055034160614014,0.26058077812194824,0.022999286651611328
7681,1.0,0.5697272727272722,429,1000,22,12,1837.1923076923076,0,0,0,0,0,9.786589860916138,5.293453693389893,2.3128538131713867,1.0055034160614014,0.26058077812194824,0.022999286651611328
7682,1.0,0.5697272727272722,429,1000,18,9,993.04347826087,0,0,0,0,0,9.786589860916138,5.293453693389893,2.3128538131713867,1.0055034160614014,0.26058077812194824,0.022999286651611328
7683,1.0,0.5697272727272722,429,1000,25,7,1139.7758620689656,0,0,0,0,0,9.787590026855469,5.294453859329224,2.3128538131713867,1.0055034160614014,0.26058077812194824,0.022999286651611328
7684,1.0,0.5697272727272722,427,1000,12,5,126.85714285714312,0,0,1,0,2,9.788590431213379,5.294453859329224,2.313854217529297,1.0055034160614014,0.26058077812194824,0.022999286651611328
7685,1.0,0.5697272727272722,427,1000,23,9,801.041666666667,0,0,0,0,0,9.78959035873413,5.295453786849976,2.313854217529297,1.0055034160614014,0.26058077812194824,0.022999286651611328
7686,1.0,0.5697272727272722,427,1000,19,10,4564.785714285714,0,0,0,0,0,9.78959035873413,5.295453786849976,2.313854217529297,1.0055034160614014,0.26058077812194824,0.022999286651611328
7687,1.0,0.5697272727272722,427,1000,14,8,968.2941176470586,0,0,0,0,0,9.790590286254883,5.2964537143707275,2.313854217529297,1.0055034160614014,0.26058077812194824,0.022999286651611328
7688,1.0,0.5697272727272722,427,1000,19,4,1020.0,0,0,1,0,1,9.791590452194214,5.2964537143707275,2.314854383468628,1.0055034160614014,0.26058077812194824,0.022999286651611328
7689,1.0,0.5697272727272722,428,1000,22,13,3766.0,0,0,1,0,0,9.793590307235718,5.2974534034729,2.315854549407959,1.0055034160614014,0.26058077812194824,0.022999286651611328
7690,1.0,0.5697272727272722,428,1000,21,8,887.4827586206893,0,0,1,0,1,9.79459023475647,5.2974534034729,2.315854549407959,1.0065033435821533,0.26058077812194824,0.022999286651611328
7691,1.0,0.5697272727272722,428,1000,20,10,945.5897435897432,0,0,0,0,0,9.795590162277222,5.298453330993652,2.315854549407959,1.0065033435821533,0.26058077812194824,0.022999286651611328
7692,1.0,0.5697272727272722,428,1000,20,14,2865.0263157894733,0,0,0,0,0,9.795590162277222,5.298453330993652,2.315854549407959,1.0065033435821533,0.26058077812194824,0.022999286651611328
7693,1.0,0.5697272727272722,430,1000,18,9,684.666666666667,0,1,0,0,0,9.797590494155884,5.299453496932983,2.31685471534729,1.0065033435821533,0.26058077812194824,0.022999286651611328
7694,1.0,0.5697272727272722,430,1000,25,9,509.411764705882,0,0,0,0,0,9.797590494155884,5.299453496932983,2.31685471534729,1.0065033435821533,0.26058077812194824,0.022999286651611328
7695,1.0,0.5697272727272722,429,1000,18,7,1748.8837209302328,1,0,1,0,2,9.799590349197388,5.300453186035156,2.317854881286621,1.0065033435821533,0.26058077812194824,0.022999286651611328
7696,1.0,0.5697272727272722,430,1000,21,6,1809.9833333333336,0,0,1,0,1,9.800590515136719,5.300453186035156,2.317854881286621,1.0075035095214844,0.26058077812194824,0.022999286651611328
7697,1.0,0.5697272727272722,430,1000,30,19,605.1428571428569,0,0,0,0,0,9.80159044265747,5.301453113555908,2.317854881286621,1.0075035095214844,0.26058077812194824,0.022999286651611328
7698,1.0,0.5697272727272722,431,1000,14,7,1077.4375,0,1,0,0,1,9.803590297698975,5.301453113555908,2.318854808807373,1.0075035095214844,0.2615807056427002,0.022999286651611328
7699,1.0,0.5697272727272722,431,1000,24,8,861.227272727273,0,0,0,0,0,9.803590297698975,5.301453113555908,2.318854808807373,1.0075035095214844,0.2615807056427002,0.022999286651611328
7700,1.0,0.5697272727272722,431,1000,17,9,537.7894736842109,0,0,0,0,0,9.804590940475464,5.3024537563323975,2.318854808807373,1.0075035095214844,0.2615807056427002,0.022999286651611328
7701,1.0,0.5697272727272722,431,1000,23,15,2897.0256410256407,0,0,0,0,0,9.804590940475464,5.3024537563323975,2.318854808807373,1.0075035095214844,0.2615807056427002,0.022999286651611328
7702,1.0,0.5697272727272722,432,1000,20,11,2117.5,0,0,1,0,0,9.806590795516968,5.303453683853149,2.319854736328125,1.0075035095214844,0.2615807056427002,0.022999286651611328
7703,1.0,0.5697272727272722,432,1000,26,13,1815.5,0,0,0,0,0,9.806590795516968,5.303453683853149,2.319854736328125,1.0075035095214844,0.2615807056427002,0.022999286651611328
7704,1.0,0.5697272727272722,432,1000,16,7,2826.8,0,0,1,0,1,9.808590650558472,5.304452896118164,2.3208553791046143,1.0075035095214844,0.2615807056427002,0.022999286651611328
7705,1.0,0.5697272727272722,432,1000,27,13,2430.523809523809,0,0,0,0,0,9.809590339660645,5.304452896118164,2.3208553791046143,1.0075035095214844,0.2615807056427002,0.022999286651611328
7706,1.0,0.5697272727272722,432,1000,32,17,3495.195652173913,0,0,0,0,0,9.809590339660645,5.304452896118164,2.3208553791046143,1.0075035095214844,0.2615807056427002,0.022999286651611328
7707,1.0,0.5697272727272722,432,1000,16,9,1009.125,0,0,0,0,0,9.810590028762817,5.305452585220337,2.3208553791046143,1.0075035095214844,0.2615807056427002,0.022999286651611328
7708,1.0,0.5697272727272722,433,1000,25,14,2518.767123287671,0,1,0,0,1,9.811590194702148,5.305452585220337,2.3208553791046143,1.0085036754608154,0.2615807056427002,0.022999286651611328
7709,1.0,0.5697272727272722,433,1000,19,10,625.0,0,0,0,0,0,9.8125901222229,5.306452512741089,2.3208553791046143,1.0085036754608154,0.2615807056427002,0.022999286651611328
7710,1.0,0.5697272727272722,433,1000,23,10,2220.3809523809523,0,0,0,0,0,9.813590288162231,5.306452512741089,2.3208553791046143,1.0085036754608154,0.26258087158203125,0.022999286651611328
7711,1.0,0.5697272727272722,433,1000,23,7,990.8205128205127,0,0,0,0,0,9.813590288162231,5.306452512741089,2.3208553791046143,1.0085036754608154,0.26258087158203125,0.022999286651611328
7712,1.0,0.5697272727272722,433,1000,16,6,533.4444444444443,0,0,1,0,1,9.815590620040894,5.307452440261841,2.3218557834625244,1.0085036754608154,0.26258087158203125,0.022999286651611328
7713,1.0,0.5697272727272722,433,1000,23,9,950.6341463414637,0,0,0,0,0,9.815590620040894,5.307452440261841,2.3218557834625244,1.0085036754608154,0.26258087158203125,0.022999286651611328
7714,1.0,0.5697272727272722,433,1000,26,13,4316.411764705883,0,0,0,0,0,9.816590309143066,5.308452129364014,2.3218557834625244,1.0085036754608154,0.26258087158203125,0.022999286651611328
7715,1.0,0.5697272727272722,433,1000,19,11,3304.5,0,0,0,0,0,9.816590309143066,5.308452129364014,2.3218557834625244,1.0085036754608154,0.26258087158203125,0.022999286651611328
7716,1.0,0.5697272727272722,433,1000,14,10,1239.166666666667,0,0,0,0,0,9.817590236663818,5.309452056884766,2.3218557834625244,1.0085036754608154,0.26258087158203125,0.022999286651611328
7717,1.0,0.5697272727272722,433,1000,25,14,3672.4186046511627,0,0,0,0,0,9.81859016418457,5.309452056884766,2.3218557834625244,1.0085036754608154,0.26258087158203125,0.022999286651611328
7718,1.0,0.5697272727272722,433,1000,29,16,2794.55,0,0,0,0,0,9.81859016418457,5.309452056884766,2.3218557834625244,1.0085036754608154,0.26258087158203125,0.022999286651611328
7719,1.0,0.5697272727272722,434,1000,19,11,3460.155555555555,0,1,1,0,1,9.820590257644653,5.310452222824097,2.3228557109832764,1.0085036754608154,0.26258087158203125,0.022999286651611328
7720,1.0,0.5697272727272722,434,1000,28,11,3451.8125,0,0,0,0,0,9.820590257644653,5.310452222824097,2.3228557109832764,1.0085036754608154,0.26258087158203125,0.022999286651611328
7721,1.0,0.5697272727272722,434,1000,25,12,2890.9285714285716,0,0,0,0,0,9.821590185165405,5.311452150344849,2.3228557109832764,1.0085036754608154,0.26258087158203125,0.022999286651611328
7722,1.0,0.5697272727272722,434,1000,22,9,942.1538461538457,0,0,0,0,0,9.822589874267578,5.3124518394470215,2.3228557109832764,1.0085036754608154,0.26258087158203125,0.022999286651611328
7723,1.0,0.5697272727272722,433,1000,23,9,3950.0,0,0,1,0,2,9.823590278625488,5.3124518394470215,2.3238561153411865,1.0085036754608154,0.26258087158203125,0.022999286651611328
7724,1.0,0.5697272727272722,433,1000,25,11,763.3500000000004,0,0,0,0,0,9.824589967727661,5.313451528549194,2.3238561153411865,1.0085036754608154,0.26258087158203125,0.022999286651611328
7725,1.0,0.5697272727272722,433,1000,29,9,615.6800000000003,0,0,0,0,0,9.824589967727661,5.313451528549194,2.3238561153411865,1.0085036754608154,0.26258087158203125,0.022999286651611328
7726,1.0,0.5697272727272722,433,1000,19,9,1044.7647058823532,0,0,0,0,0,9.825590372085571,5.3144519329071045,2.3238561153411865,1.0085036754608154,0.26258087158203125,0.022999286651611328
7727,1.0,0.5697272727272722,433,1000,18,7,729.478260869565,1,0,1,0,0,9.826590299606323,5.3144519329071045,2.3238561153411865,1.0095036029815674,0.26258087158203125,0.022999286651611328
7728,1.0,0.5697272727272722,432,1000,18,13,1515.6612903225805,1,0,1,0,1,9.828590393066406,5.315451622009277,2.3238561153411865,1.0095036029815674,0.26258087158203125,0.022999286651611328
7729,1.0,0.5697272727272722,432,1000,12,7,2094.6875,0,0,0,0,0,9.828590393066406,5.315451622009277,2.3238561153411865,1.0095036029815674,0.26258087158203125,0.022999286651611328
7730,1.0,0.5697272727272722,432,1000,26,12,1051.9333333333334,0,0,0,0,0,9.829590082168579,5.31645131111145,2.3238561153411865,1.0095036029815674,0.26258087158203125,0.022999286651611328
7731,1.0,0.5697272727272722,433,1000,26,11,768.1499999999996,0,0,1,0,0,9.83059048652649,5.31645131111145,2.3248565196990967,1.0095036029815674,0.26258087158203125,0.022999286651611328
7732,1.0,0.5697272727272722,433,1000,22,9,712.478260869565,0,0,0,0,0,9.831590175628662,5.317451000213623,2.3248565196990967,1.0095036029815674,0.26258087158203125,0.022999286651611328
7733,1.0,0.5697272727272722,433,1000,21,6,993.6538461538457,0,0,0,0,0,9.831590175628662,5.317451000213623,2.3248565196990967,1.0095036029815674,0.26258087158203125,0.022999286651611328
7734,1.0,0.5697272727272722,434,1000,26,13,1477.25,0,1,1,0,0,9.833590507507324,5.318450927734375,2.325856924057007,1.0095036029815674,0.26258087158203125,0.022999286651611328
7735,1.0,0.5697272727272722,434,1000,18,6,2578.0714285714284,0,0,0,0,0,9.833590507507324,5.318450927734375,2.325856924057007,1.0095036029815674,0.26258087158203125,0.022999286651611328
7736,1.0,0.5697272727272722,434,1000,31,11,798.7368421052633,0,0,0,0,0,9.834589958190918,5.319450378417969,2.325856924057007,1.0095036029815674,0.26258087158203125,0.022999286651611328
7737,1.0,0.5697272727272722,434,1000,25,11,3953.25,0,0,0,0,0,9.834589958190918,5.319450378417969,2.325856924057007,1.0095036029815674,0.26258087158203125,0.022999286651611328
7738,1.0,0.5697272727272722,432,1000,25,17,1666.84375,2,0,0,0,0,9.835590362548828,5.320450782775879,2.325856924057007,1.0095036029815674,0.26258087158203125,0.022999286651611328
7739,1.0,0.5697272727272722,432,1000,15,7,694.5128205128203,0,0,0,0,0,9.835590362548828,5.320450782775879,2.325856924057007,1.0095036029815674,0.26258087158203125,0.022999286651611328
7740,1.0,0.5697272727272722,432,1000,18,9,786.04,1,1,0,0,1,9.837590217590332,5.320450782775879,2.326857089996338,1.0095036029815674,0.26258087158203125,0.022999286651611328
7741,1.0,0.5697272727272722,432,1000,22,10,597.3703703703704,0,0,0,0,0,9.837590217590332,5.320450782775879,2.326857089996338,1.0095036029815674,0.26258087158203125,0.022999286651611328
7742,1.0,0.5697272727272722,434,1000,24,7,2141.5,0,1,0,0,0,9.839590311050415,5.321450710296631,2.327857255935669,1.0095036029815674,0.26258087158203125,0.022999286651611328
7743,1.0,0.5697272727272722,433,1000,16,9,4372.758620689656,1,1,1,0,1,9.840590000152588,5.321450710296631,2.327857255935669,1.0095036029815674,0.26258087158203125,0.022999286651611328
7744,1.0,0.5697272727272722,433,1000,34,15,948.478260869565,0,0,0,0,0,9.841590166091919,5.322450876235962,2.327857255935669,1.0095036029815674,0.26258087158203125,0.022999286651611328
7745,1.0,0.5697272727272722,433,1000,10,7,1710.12,0,0,0,0,0,9.842590093612671,5.323450803756714,2.327857255935669,1.0095036029815674,0.26258087158203125,0.022999286651611328
7746,1.0,0.5697272727272722,433,1000,14,8,1927.894736842105,0,0,0,0,0,9.842590093612671,5.323450803756714,2.327857255935669,1.0095036029815674,0.26258087158203125,0.022999286651611328
7747,1.0,0.5697272727272722,433,1000,23,13,3212.088235294118,0,0,0,0,0,9.843590021133423,5.324450731277466,2.327857255935669,1.0095036029815674,0.26258087158203125,0.022999286651611328
7748,1.0,0.5697272727272722,433,1000,19,8,2023.1578947368425,0,0,0,0,0,9.843590021133423,5.324450731277466,2.327857255935669,1.0095036029815674,0.26258087158203125,0.022999286651611328
7749,1.0,0.5697272727272722,431,1000,17,8,1741.6499999999996,2,0,0,0,0,9.844589948654175,5.325450658798218,2.327857255935669,1.0095036029815674,0.26258087158203125,0.022999286651611328
7750,1.0,0.5697272727272722,433,1000,18,6,990.1199999999999,0,0,1,0,0,9.846590518951416,5.326451539993286,2.328856945037842,1.0095036029815674,0.26258087158203125,0.022999286651611328
7751,1.0,0.5697272727272722,433,1000,15,6,988.5600000000004,0,0,0,0,0,9.846590518951416,5.326451539993286,2.328856945037842,1.0095036029815674,0.26258087158203125,0.022999286651611328
7752,1.0,0.5697272727272722,433,1000,14,5,1449.5,1,0,1,0,1,9.848590612411499,5.327451229095459,2.329857349395752,1.0095036029815674,0.26258087158203125,0.022999286651611328
